titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Programador/a Jasper Report,Grupo Digital,26/01/2024,"Jasper, SQL","En Grupo Digital buscamos incorporar a un/a Desarrollador/a con experiencia en Jasper Report.Ubicación: Centro de trabajo ubicado en MálagaModalidad: Remoto 100%Proyecto: EstableEs imprescindible residir en España.Experiencia en:* Tecnología Jasper Report * SQLEn cuanto a nosotros:Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría...¡Te estamos esperando!",100% En remoto,Programador,Jornada completa,1 año,Indefinido,27.000 €-36.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/programador-jasper-report-remoto/jasper-sql/rf-bd8811499216b3bd0848,tecnoempleo
Product Manager (Algorithms & AI),Michael Page,26/01/2024,"Inteligencia Artificial, Machine Learning","Perfil buscado (Hombre/Mujer)• Generate feedback from the market, clients, management, and competitors to reduce risks and ensure the software is building in the right direction.• Participate in sales calls and liaise directly with clients on their needs.• Be the team´s repository of knowledge on market needs.• Translate your knowledge into a concrete product. Collaborate with a cross-functional team to map out wireframes and ideate new features with an eye for good software and usability, using data to justify your decisions.• Hire, scale and lead the product team.• Leveraging your entrepreneurial mindset to identify opportunities, evaluate risks, and make informed decisions that align with the company´s vision.• Establish, manage and communicate the roadmap, leading internal and external communication to keep the team on the same page and draw in sales prospects.• Provide technical leadership triaging bugs and necessary fixes to ensure high-quality deliverables and adhere to project timelines.• Share the company´s passion for ethical technology. Stay up to date with the latest advancements and foster a culture of innovation within the organization.• IT Services and IT Consulting|Algorithms - AI - Product ManagerMust-have:• Fluency in English (fluent Spanish is a plus).• At least of 5 years in technical product management with a leadership role.• Project Management, strategic planning, and/or team leadership experience, ideally in a tech start-up environment or a rapid-growth company.• Proven experience hiring, scaling and leading high-performance teams whilst retaining and growing careers within the team.• In-depth engineering and interface knowledge, experienced in developing data-led products, using AI / ML.• Frontline customer service experience and excellent communication skills.• A strong market and product understanding with an entrepreneurial mindset.• You are highly analytical, have data-backed opinions, and are not afraid of research.Nice-to-haves:• Have worked with socio-technical teams and understand what algorithmic bias is and how to audit for fairness.• Have a Privacy Concern: you challenge Data Laws, and you are concerned about the importance of Data.• Experience working in remote and cloud-based environments.• A proactive mindset to execute your own ideas without the need for large investments in validation.• Being open and collaborative. Taking and giving constructive feedback and being always eager to share an idea or suggestion.• Ability to establish relationships based on respect, trust and consistency.• A lifelong learning attitude.IT Services and IT Consulting.• Work model: full remote.• Office: Barcelona (if you want to go to the office).• Salary: according to the profile.",100% En remoto,Inteligencia Artificial/Machine Learning,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/product-manager-algorithms-ai-remoto/inteligencia-artificial-machine-learn/rf-a77d189c3295f3cedd47,tecnoempleo
Desarrollador Senior Scala,Grupo NS,26/01/2024,"Scala, AWS, Kafka","Grupo NS estamos seleccionando un Desarrollador con al menos 3 años de experiencia en programación con Scala para un proyecto en modalidad de teletrabajo.SkillsScalaAWSKafkaSparkSe valorará positivamente tener experiencia en Terraform for CI/CDGrupo NS es una empresa donde se valora tanto el perfil profesional y tecnológico de los trabajadores así como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos en sus diversos clientes.Por ello, necesitamos personas constantes, con ganas de evolucionar y aprender, responsables y con compromisoDesarrollador con al menos 3 años de experiencia en programación con Scala",100% En remoto,Programador,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/desarrollador-senior-scala-remoto/scala-aws-kafka/rf-3bd01c6352d153f75440,tecnoempleo
Jefe/a Proyecto IT (Sector Sanitario),Grupo Digital,26/01/2024,"Scrum, Kanban, Safe","Desde Grupo Digital, buscamos Jefe/a Proyecto IT con experiencia en proyectos de sector sanitario para incorporación directa en plantilla de cliente.* Duración del proyecto: estable.* Funciones:- Toma y análisis de requisitos.- Sugerir de manera proactiva estrategias para lograr los objetivos de los proyectos.- Medir, hacer seguimiento, evaluar y comunicar el progreso del proyecto.- Asegurar el cumplimiento de los estándares de calidad y la entrega en tiempo y forma.- Manejar las expectativas de los stakeholders y su satisfacción.- Liderar el equipo de trabajo.- Facilitar el trabajo en equipo y la comunicación constante entre los miembros del equipo y los stakeholders del proyecto.- Identificar y gestionar riesgos y problemas relacionados con el proyecto o el equipo.Requisitos:- Graduado universitario.- Capacidad de análisis de procesos y gestión de proyectos.- Experiencia en metodologías y frameworks ágiles (Scrum, Kanban, Safe).- Certificación en gestión de proyectos (PMP).- Gestión de proyectos tecnológicos en el ámbito de salud.Valorable:- Conocimiento de estándares sanitarios: HL7, FHIR, OpenEHR.- Comprensión de necesidades en el contexto sanitario.- Conocimientos a nivel técnico (Java, Servicios rest, json, Angular, Postman).Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!",Barcelona - España,Jefe de Proyecto,Jornada completa,3-5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/jefe-proyecto-it-sector-sanitario-barcelona/scrum-kanban-safe/rf-1b301c13526ba3c3054b,tecnoempleo
Desarrollador Microstrategy,Grupo NS,26/01/2024,"microstrategy, ETL, SQL","En Grupo NS seleccionamos Desarrolladores con experiencia en Microstrategy con conocimientos en procesos ETL/SQLGrupo NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos.Por ello, requerimos personas constantes, con ganas de evolucionar y aprender",Madrid (Híbrido),Programador,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/desarrollador-microstrategy-hibrido/microstrategy-etl-sql/rf-01871f3ef2edb3105644,tecnoempleo
Administrador Linux Red Hat,Grupo NS,26/01/2024,"Linux, Red Hat","En GRUPO NS estamos seleccionando un Administrador con experiencia mínima de 3 años en Linux Red Hat, Azure y nivel de avanzado de inglés, al menos un B2Grupo NS es una empresa donde se valora tanto el perfil profesional y tecnológico de los trabajadores así como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos en sus diversos clientes.Por ello, necesitamos personas constantes, con ganas de evolucionar y aprender, responsables y con compromiso.• Imprescindible inglés, al menos B2.  Experiencia/Conocimientos en Automatización con Ansible. Experiencia consolidada con Terraform• Experiencia mínima de 3 años en tecnología Linux, con un enfoque en Azure.Herramientas de trabajo- Linux (RHEL)- Azure- Herramientas de ticketing: Silva - Jira- Bash scripting- Github- Terraform- Ansible- Puppet- VMWARE- Monitorizacion con Pandora y Dynatrace.- TSM Backup- Vormetric",100% En remoto,Administrador,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/administrador-linux-red-hat-remoto/linux-red-hat/rf-142911ca22cda3f7ed4c,tecnoempleo
Analista Programador Cobol,Grupo NS,26/01/2024,"Cobol, Cics, Db2, Unix","En Grupo NS seleccionamos, para los distintos proyectos que tenemos en la actualidad, Analistas Programadores con experiencia en Cobol y haber trabajado en proyectos bancarios.skills que se requieren Cobol, Cics, Db2, Unix, OracleTodos los proyectos en Remoto¡¡¡Grupo NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos.Por ello, requerimos personas constantes, con ganas de evolucionar y aprender- Analistas Programadores- Experiencia en Banca- Skills: Cobol, Cics, DB2, Unix, Oracle",100% En remoto,Analista Programador,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/analista-programador-cobol-remoto/cobol-cics-db2-unix-oracle/rf-6a0c1f89e25ac3665f4b,tecnoempleo
Programador Senior Java,Grupo NS,26/01/2024,"Java, Spring, PL/SQL","En Grupo NS seleccionamos, para los distintos proyectos que tenemos en la actualidad, Programadores Senior y Analistas Programadores con experiencia en desarrollo de proyectos en Java Backend, tanto con Java y PLSQL como con Spring Boot bajo arquitectura MicroserviciosGrupo NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos.Por ello, requerimos personas constantes, con ganas de evolucionar y aprenderProgramadores Senior y Analistas Programadores con experiencia en desarrollo de proyectos en Java Backend, tanto con Java y PLSQL como con Spring Boot bajo arquitectura Microservicios",Madrid (Híbrido),Programador,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/programador-senior-java-hibrido/java-spring-pl-sql/rf-29d91f13f29243554c4a,tecnoempleo
IT Manager - Gestor de proyectos,Michael Page,26/01/2024,"Office 365, Dynamics, SAP","Perfil buscado (Hombre/Mujer)Gestión de los proyectos ITMigración del ERPDefinir, diseñar y ejecutar la estrategia de digitalización en funcion de los objetivos de la empresa.Definir proyectos, procesos y prácticas con Office 365:• Cliente final|Empresa en pleno crecimiento-Experiencia en gestión de proyectos durante más de 5 años-Sur de Madrid-Experiencia en O363, Dynamics, SAP..Empresa de importaciónHibrido en el sur de Madrid",Madrid - España,Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,45.000 €-60.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/it-manager-gestor-proyectos-madrid/office-365-dynamics-sap/rf-1355159f62edf365904a,tecnoempleo
Perfil de Riesgos Tecnológicos,Michael Page,26/01/2024,ISO 27001,"Perfil buscado (Hombre/Mujer)Análisis de riesgos tecnológicos.• Proyecto estable|Formarás parte de un ecosistema de Talento TecnológicoConocimiento en ISO 27001.Page Consulting Tech Solutions, es el área de PageGroup especializada en la realización de proyectos IT en clientes, ofreciendo una amplia variedad de soluciones tecnológicas a medida con la flexibilidad y agilidad requerida.• Contrato indefinido con Page Consulting Tech Solutions.• Salario en función de la experiencia aportada.• Modelo híbrido de trabajo con flexibilidad horaria.• Formación continua para desarrollar tu talento.• Beneficios sociales y plan de retribución flexible.• Compensación de gastos de teletrabajo.• Plan de carrera en un ecosistema de talento tecnológico.",Madrid (Híbrido),Consultor,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/perfil-riesgos-tecnologicos-hibrido/iso-27001/rf-0cdd1522225f335b344f,tecnoempleo
